  0.13938000D+01  0.50781956D+01 -0.24672664D+02  0.24336445D+03
  0.13984000D+01  0.37603633D+01 -0.23782465D+02  0.23990661D+03
  0.14030000D+01  0.25379760D+01 -0.23071002D+02  0.23664331D+03
  0.14076000D+01  0.13982030D+01 -0.22559879D+02  0.23355189D+03
  0.14122000D+01  0.32791861D+00 -0.22266492D+02  0.23061506D+03
  0.14168000D+01 -0.68613097D+00 -0.22205595D+02  0.22782067D+03
  0.14214000D+01 -0.16572324D+01 -0.22390570D+02  0.22516151D+03
  0.14260000D+01 -0.25986653D+01 -0.22834438D+02  0.22263520D+03
  0.14306000D+01 -0.35237047D+01 -0.23550664D+02  0.22024411D+03
  0.14308000D+01 -0.35637573D+01 -0.23588202D+02  0.22014331D+03
  0.14310000D+01 -0.36038051D+01 -0.23626283D+02  0.22004278D+03
  0.14312000D+01 -0.36438493D+01 -0.23664909D+02  0.21994252D+03
  0.14314000D+01 -0.36838909D+01 -0.23704081D+02  0.21984253D+03
  0.14316000D+01 -0.37239311D+01 -0.23743800D+02  0.21974281D+03
  0.14318000D+01 -0.37639709D+01 -0.23784067D+02  0.21964337D+03
  0.14320000D+01 -0.38040114D+01 -0.23824884D+02  0.21954420D+03
  0.14322000D+01 -0.38440537D+01 -0.23866252D+02  0.21944531D+03
  0.14324000D+01 -0.38840990D+01 -0.23908172D+02  0.21934669D+03
  0.14326000D+01 -0.39241483D+01 -0.23950645D+02  0.21924834D+03
  0.14328000D+01 -0.39642027D+01 -0.23993674D+02  0.21915028D+03
  0.14330000D+01 -0.40042633D+01 -0.24037258D+02  0.21905249D+03
  0.14332000D+01 -0.40443313D+01 -0.24081400D+02  0.21895498D+03
  0.14334000D+01 -0.40674614D+01 -0.24183805D+02  0.21900338D+03
