  0.68087462D+00  0.80832132D-01 -0.78757534D-01  0.77565993D-01
  0.68364240D+00  0.74028429D-01 -0.76473248D-01  0.69803039D-01
  0.68641019D+00  0.67427918D-01 -0.74026119D-01  0.62276772D-01
  0.68917797D+00  0.61037508D-01 -0.71430554D-01  0.55002764D-01
  0.69194575D+00  0.54863651D-01 -0.68701581D-01  0.47995109D-01
  0.69471353D+00  0.48912317D-01 -0.65854731D-01  0.41266377D-01
  0.69748132D+00  0.43188980D-01 -0.62905915D-01  0.34827562D-01
  0.70024910D+00  0.37698582D-01 -0.59871293D-01  0.28688054D-01
  0.70301688D+00  0.32445509D-01 -0.56767143D-01  0.22855621D-01
  0.70578467D+00  0.27433552D-01 -0.53609731D-01  0.17336401D-01
  0.70855245D+00  0.22665879D-01 -0.50415178D-01  0.12134913D-01
  0.71132023D+00  0.18144994D-01 -0.47199334D-01  0.72540748D-02
  0.71408802D+00  0.13872708D-01 -0.43977651D-01  0.26952400D-02
  0.71685580D+00  0.98501024D-02 -0.40765074D-01 -0.15417597D-02
  0.71962358D+00  0.60775056D-02 -0.37575929D-01 -0.54585567D-02
  0.72239136D+00  0.25544675D-02 -0.34423829D-01 -0.90581812D-02
  0.72515915D+00 -0.72025491D-03 -0.31321588D-01 -0.12344985D-01
  0.72792693D+00 -0.37487067D-02 -0.28281152D-01 -0.15324560D-01
  0.73069471D+00 -0.65337352D-02 -0.25313538D-01 -0.18003644D-01
  0.73346250D+00 -0.90789808D-02 -0.22428792D-01 -0.20390031D-01
  0.73623028D+00 -0.11388860D-01 -0.19635955D-01 -0.22492467D-01
  0.73899806D+00 -0.13468536D-01 -0.16943045D-01 -0.24320554D-01
  0.74176585D+00 -0.15323888D-01 -0.14357055D-01 -0.25884641D-01
  0.74453363D+00 -0.16961463D-01 -0.11883959D-01 -0.27195729D-01
  0.74730141D+00 -0.18388428D-01 -0.95287264D-02 -0.28265363D-01
  0.75006919D+00 -0.19612511D-01 -0.72953527D-02 -0.29105537D-01
  0.75283698D+00 -0.20641943D-01 -0.51868924D-02 -0.29728598D-01
  0.75560476D+00 -0.21485389D-01 -0.32055020D-02 -0.30147153D-01
  0.75837254D+00 -0.22151884D-01 -0.13524874D-02 -0.30373979D-01
  0.76114033D+00 -0.22650762D-01  0.37164493D-03 -0.30421947D-01
  0.76390811D+00 -0.22991589D-01  0.19671324D-02 -0.30303939D-01
  0.76667589D+00 -0.23184095D-01  0.34349005D-02 -0.30032779D-01
  0.76944368D+00 -0.23238110D-01  0.47765047D-02 -0.29621165D-01
  0.77221146D+00 -0.23163500D-01  0.59940737D-02 -0.29081613D-01
  0.77497924D+00 -0.22970108D-01  0.70902519D-02 -0.28426397D-01
  0.77774702D+00 -0.22667703D-01  0.80681444D-02 -0.27667506D-01
  0.78051481D+00 -0.22265924D-01  0.89312630D-02 -0.26816594D-01
  0.78328259D+00 -0.21774238D-01  0.96834747D-02 -0.25884950D-01
  0.78605037D+00 -0.21201897D-01  0.10328952D-01 -0.24883457D-01
  0.78881816D+00 -0.20557902D-01  0.10872127D-01 -0.23822570D-01
  0.79158594D+00 -0.19850973D-01  0.11317646D-01 -0.22712287D-01
  0.79435372D+00 -0.19089516D-01  0.11670328D-01 -0.21562136D-01
  0.79712151D+00 -0.18281606D-01  0.11935127D-01 -0.20381151D-01
  0.79988929D+00 -0.17434966D-01  0.12117096D-01 -0.19177871D-01
  0.80265707D+00 -0.16556947D-01  0.12221348D-01 -0.17960323D-01
  0.80542485D+00 -0.15654522D-01  0.12253033D-01 -0.16736020D-01
  0.80819264D+00 -0.14734276D-01  0.12217302D-01 -0.15511963D-01
  0.81096042D+00 -0.13802396D-01  0.12119284D-01 -0.14294636D-01
  0.81372820D+00 -0.12864674D-01  0.11964059D-01 -0.13090013D-01
  0.81649599D+00 -0.11926502D-01  0.11756637D-01 -0.11903564D-01
  0.81926377D+00 -0.10992874D-01  0.11501938D-01 -0.10740262D-01
  0.82203155D+00 -0.10068392D-01  0.11204770D-01 -0.96045921D-02
  0.82479934D+00 -0.91572680D-02  0.10869817D-01 -0.85005670D-02
  0.82756712D+00 -0.82633331D-02  0.10501622D-01 -0.74317365D-02
  0.83033490D+00 -0.73900446D-02  0.10104572D-01 -0.64012042D-02
  0.83310268D+00 -0.65404962D-02  0.96828878D-02 -0.54116430D-02
  0.83587047D+00 -0.57174282D-02  0.92406155D-02 -0.44653127D-02
  0.83863825D+00 -0.49232392D-02  0.87816158D-02 -0.35640773D-02
  0.84140603D+00 -0.41599983D-02  0.83095584D-02 -0.27094246D-02
  0.84417382D+00 -0.34294588D-02  0.78279162D-02 -0.19024849D-02
  0.84694160D+00 -0.27330715D-02  0.73399608D-02 -0.11440515D-02
  0.84970938D+00 -0.20719992D-02  0.68487602D-02 -0.43460068D-03
  0.85247717D+00 -0.14471313D-02  0.63571771D-02  0.22568799D-03
  0.85524495D+00 -0.85909914D-03  0.58678682D-02  0.83691078D-03
  0.85801273D+00 -0.30829101D-03  0.53832852D-02  0.13994194D-02
  0.86078051D+00  0.20513230D-03  0.49056766D-02  0.19138005D-02
  0.86354830D+00  0.68122198D-03  0.44370899D-02  0.23808557D-02
  0.86631608D+00  0.11202257D-02  0.39793758D-02  0.28015811D-02
  0.86908386D+00  0.15225721D-02  0.35341923D-02  0.31771487D-02
  0.87185165D+00  0.18888558D-02  0.31030095D-02  0.35088865D-02
  0.87461943D+00  0.22198217D-02  0.26871160D-02  0.37982604D-02
  0.87738721D+00  0.25163512D-02  0.22876245D-02  0.40468566D-02
  0.88015500D+00  0.27794465D-02  0.19054792D-02  0.42563637D-02
  0.88292278D+00  0.30102178D-02  0.15414627D-02  0.44285569D-02
  0.88569056D+00  0.32098687D-02  0.11962037D-02  0.45652816D-02
  0.88845834D+00  0.33796837D-02  0.87018506D-03  0.46684391D-02
  0.89122613D+00  0.35210150D-02  0.56375152D-03  0.47399716D-02
  0.89399391D+00  0.36352709D-02  0.27711825D-03  0.47818494D-02
  0.89676169D+00  0.37239042D-02  0.10379058D-04  0.47960584D-02
  0.89952948D+00  0.37884010D-02 -0.23648508D-03  0.47845878D-02
  0.90229726D+00  0.38302708D-02 -0.46359759D-03  0.47494197D-02
  0.90506504D+00  0.38510365D-02 -0.67117821D-03  0.46925192D-02
  0.90783283D+00  0.38522257D-02 -0.85953458D-03  0.46158248D-02
  0.91060061D+00  0.38353619D-02 -0.10290538D-02  0.45212402D-02
  0.91336839D+00  0.38019569D-02 -0.11801951D-02  0.44106265D-02
  0.91613617D+00  0.37535042D-02 -0.13134818D-02  0.42857962D-02
  0.91890396D+00  0.36914717D-02 -0.14294935D-02  0.41485060D-02
  0.92167174D+00  0.36172960D-02 -0.15288590D-02  0.40004523D-02
  0.92443952D+00  0.35323777D-02 -0.16122497D-02  0.38432665D-02
  0.92720731D+00  0.34380763D-02 -0.16803723D-02  0.36785112D-02
  0.92997509D+00  0.33357059D-02 -0.17339624D-02  0.35076765D-02
  0.93274287D+00  0.32265318D-02 -0.17737789D-02  0.33321779D-02
  0.93551066D+00  0.31117679D-02 -0.18005981D-02  0.31533540D-02
  0.93827844D+00  0.29925736D-02 -0.18152076D-02  0.29724653D-02
  0.94104622D+00  0.28700518D-02 -0.18184020D-02  0.27906930D-02
  0.94381400D+00  0.27452477D-02 -0.18109777D-02  0.26091389D-02
  0.94658179D+00  0.26191474D-02 -0.17937288D-02  0.24288250D-02
  0.94934957D+00  0.24926773D-02 -0.17674425D-02  0.22506945D-02
  0.95211735D+00  0.23667034D-02 -0.17328957D-02  0.20756121D-02
  0.95488514D+00  0.22420316D-02 -0.16908519D-02  0.19043654D-02
  0.95765292D+00  0.21194083D-02 -0.16420571D-02  0.17376668D-02
  0.96042070D+00  0.19995202D-02 -0.15872381D-02  0.15761550D-02
  0.96318849D+00  0.18829961D-02 -0.15270994D-02  0.14203967D-02
  0.96595627D+00  0.17704074D-02 -0.14623210D-02  0.12708898D-02
  0.96872405D+00  0.16622701D-02 -0.13935570D-02  0.11280654D-02
  0.97149184D+00  0.15590457D-02 -0.13214335D-02  0.99229054D-03
  0.97425962D+00  0.14611435D-02 -0.12465472D-02  0.86387089D-03
  0.97702740D+00  0.13689225D-02 -0.11694648D-02  0.74305425D-03
  0.97979518D+00  0.12826932D-02 -0.10907218D-02  0.63003322D-03
  0.98256297D+00  0.12027201D-02 -0.10108217D-02  0.52494841D-03
  0.98533075D+00  0.11292237D-02 -0.93023616D-03  0.42789168D-03
  0.98809853D+00  0.10623832D-02 -0.84940417D-03  0.33890936D-03
  0.99086632D+00  0.10023385D-02 -0.76873238D-03  0.25800547D-03
  0.99363410D+00  0.94919305D-03 -0.68859515D-03  0.18514501D-03
  0.99640188D+00  0.90301628D-03 -0.60933484D-03  0.12025714D-03
  0.99916967D+00  0.86384595D-03 -0.53126225D-03  0.63238369D-04
  0.10000000D+01  0.85346314D-03 -0.50811471D-03  0.47648054D-04
